short_ticker,iso,entity,frequency,currency,transformation,scale,source,description,first_date,last_date,last_insert_timestamp
GBALAZ,AZ,Azerbaijan,M,DOMESTIC,Year level,Milions,Central Bank of Azerbaijan,Government balance,2005-01-01,2022-09-01,2022-10-29 11:22:10.827719
GSPEAZ,AZ,Azerbaijan,M,DOMESTIC,Year level,Milions,Central Bank of Azerbaijan,General government total expenditure,2005-01-01,2022-09-01,2022-10-29 11:22:11.710669
GREVAZ,AZ,Azerbaijan,M,DOMESTIC,Year level,Milions,Central Bank of Azerbaijan,General government total revenue,2005-01-01,2022-09-01,2022-10-29 11:22:11.264266
URATEAZ,AZ,Azerbaijan,Q,OTHER NUMBER,Period level,Thousands,"State Statistics Committee, Azerbaijan",Unemployment,2010-01-01,2022-10-01,2023-02-17 18:55:28.850100
EMPAZ,AZ,Azerbaijan,Q,OTHER NUMBER,Period level,Thousands,"State Statistics Committee, Azerbaijan",Total employment,2010-01-01,2022-10-01,2023-02-17 18:55:28.748301
RETAAZ,AZ,Azerbaijan,Y,INDEX,% change on same period year ago,Units,"State Statistics Committee, Azerbaijan",Retail trade,1990-01-01,2021-01-01,2022-07-22 18:55:46.908332
IPAZ,AZ,Azerbaijan,M,INDEX,Period level,Units,"State Statistics Committee, Azerbaijan",Industrial production,2013-01-01,2024-02-01,2024-03-18 18:55:12.201504
OILPRODAZ,AZ,Azerbaijan,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil production,2002-01-01,2023-12-01,2024-03-18 15:42:15.204668
EXPAZ,AZ,Azerbaijan,Q,DOMESTIC,Period level,Milions,"State Statistics Committee, Azerbaijan",Exports of goods and services,2012-01-01,2023-10-01,2024-03-29 18:55:08.273670
IMPAZ,AZ,Azerbaijan,Q,DOMESTIC,Period level,Milions,"State Statistics Committee, Azerbaijan",Imports of goods and services,2012-01-01,2023-10-01,2024-03-29 18:55:08.989712
CAAZ,AZ,Azerbaijan,Q,USD,Period level,Milions,Central Bank of Azerbaijan,Current account balance,2001-01-01,2023-10-01,2024-03-29 11:22:10.874356
POPAZ,AZ,Azerbaijan,Q,OTHER NUMBER,Period level,Thousands,"State Statistics Committee, Azerbaijan",Population,2011-04-01,2022-10-01,2023-02-07 18:55:27.475153
POLIRAZ,AZ,Azerbaijan,M,PERCENT,Period level,Units,Central Bank of Azerbaijan,Policy rate - short term,2005-01-01,2024-02-01,2024-04-05 11:22:15.583513
USDAZN,AZ,Azerbaijan,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2008-04-30,2024-03-31,2024-04-01 09:40:10.573693
REERAZ,AZ,Azerbaijan,M,INDEX,Period level,Units,"State Statistics Committee, Azerbaijan",Real effective exchange rate,2010-01-01,2024-02-01,2024-04-04 20:10:46.849195
RPRCAZ,AZ,Azerbaijan,Q,DOMESTIC,Period level,Milions,"State Statistics Committee, Azerbaijan",Real private consumption,2012-01-01,2023-10-01,2024-03-29 18:55:08.660184
RPUCAZ,AZ,Azerbaijan,Q,DOMESTIC,Period level,Milions,"State Statistics Committee, Azerbaijan",Real public consumption,2012-01-01,2023-10-01,2024-03-29 18:55:07.737472
RGFCFAZ,AZ,Azerbaijan,Q,DOMESTIC,Period level,Milions,"State Statistics Committee, Azerbaijan",Real gross fixed capital formation,2012-01-01,2023-10-01,2024-03-29 18:55:08.381027
RCIAZ,AZ,Azerbaijan,Q,DOMESTIC,Period level,Milions,"State Statistics Committee, Azerbaijan",Real change in inventories,2012-01-01,2023-10-01,2024-03-29 18:55:07.454123
REXPAZ,AZ,Azerbaijan,Q,DOMESTIC,Period level,Milions,"State Statistics Committee, Azerbaijan",Real exports of goods and services,2012-01-01,2023-10-01,2024-03-29 18:55:08.166411
RIMPAZ,AZ,Azerbaijan,Q,DOMESTIC,Period level,Milions,"State Statistics Committee, Azerbaijan",Real imports of goods and services,2012-01-01,2023-10-01,2024-03-29 18:55:08.878999
OILDEMAZ,AZ,Azerbaijan,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2023-12-01,2024-03-18 15:42:51.745276
GASOPRODAZ,AZ,Azerbaijan,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2023-12-01,2024-03-18 15:43:32.237086
GASODEMAZ,AZ,Azerbaijan,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2023-12-01,2024-03-18 15:44:12.997243
GASPRODAZ,AZ,Azerbaijan,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas production,2010-12-01,2023-12-01,2024-03-18 15:15:37.495171
GASDEMAZ,AZ,Azerbaijan,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas demand,2010-12-01,2023-12-01,2024-03-18 15:15:37.091517
CPIGT,GT,Guatemala,M,INDEX,Period level,Units,International Monetary Fund,Consumer price index,2005-01-01,2022-09-01,2022-10-14 22:22:04.639717
OILPRODGT,GT,Guatemala,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil production,2002-01-01,2022-02-01,2022-04-19 15:46:59.739875
POPGT,GT,Guatemala,Y,PERSONS,Period level,Units,World Bank,Population,1960-01-01,2022-01-01,2024-02-04 01:06:26.856931
USDGTQ,GT,Guatemala,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2000-05-31,2024-03-31,2024-04-01 09:40:38.258822
OILDEMGT,GT,Guatemala,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2022-02-01,2022-04-19 15:50:53.919731
GASOPRODGT,GT,Guatemala,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2022-02-01,2022-04-19 15:54:45.644551
GASODEMGT,GT,Guatemala,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2022-02-01,2022-04-19 15:58:35.483932
CPIOM,OM,Oman,M,INDEX,Period level,Units,International Monetary Fund,Consumer price index,2001-01-01,2022-08-01,2022-10-11 22:24:08.054356
OILPRODOM,OM,Oman,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil production,2002-01-01,2022-02-01,2022-04-19 15:48:08.959957
USDOMR,OM,Oman,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2000-05-31,2024-03-31,2024-04-01 09:41:12.770570
SEIOM,OM,Oman,M,INDEX,Period level,Units,"Ministry of National Economy, Oman",Stock exchange index,2013-01-01,2022-07-01,2022-08-16 10:33:20.069714
OILDEMOM,OM,Oman,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2022-02-01,2022-04-19 15:52:09.833626
GASOPRODOM,OM,Oman,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2022-02-01,2022-04-19 15:55:58.724388
GASODEMOM,OM,Oman,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2022-02-01,2022-04-19 15:59:47.329133
GDPTN,TN,Tunisia,Q,DOMESTIC,Period level,Milions,Statistics Tunisia,Gross domestic product,2000-01-01,2020-10-01,2021-11-23 13:43:00.371488
RGDPTN,TN,Tunisia,Q,DOMESTIC,Period level,Milions,Statistics Tunisia,Real gross domestic product,2000-01-01,2021-01-01,2021-11-23 13:43:05.689598
CPITN,TN,Tunisia,M,INDEX,Period level,Units,Statistics Tunisia,Consumer price index,2013-07-01,2020-12-01,2021-04-24 14:30:23.684041
PPITN,TN,Tunisia,M,INDEX,Period level,Units,Statistics Tunisia,Producer price index,2013-07-01,2020-09-01,2021-04-24 14:30:25.589156
URATETN,TN,Tunisia,Y,PERCENT,Period level,Units,,Unemployment,2019-01-01,2020-01-01,2021-04-24 14:30:21.773058
EMPTN,TN,Tunisia,Y,PERSONS,Period level,Units,,Total employment,2019-01-01,2020-01-01,2021-04-24 14:30:19.834500
OILPRODTN,TN,Tunisia,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil production,2002-01-01,2023-06-01,2023-10-16 15:43:25.800762
CATN,TN,Tunisia,Q,DOMESTIC,Period level,Milions,,Current account balance,2020-04-01,2020-10-01,2021-04-24 14:30:31.322658
POPTN,TN,Tunisia,Y,PERSONS,Period level,Units,World Bank,Population,1960-01-01,2022-01-01,2024-02-04 01:08:51.465757
POLIRTN,TN,Tunisia,M,PERCENT,Period level,Units,Statistics Tunisia,Policy rate - short term,2014-01-01,2024-01-01,2024-02-01 13:40:39.036629
USDTND,TN,Tunisia,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2000-05-31,2024-03-31,2024-04-01 09:41:31.749541
M3TN,TN,Tunisia,M,DOMESTIC,Period level,Milions,,Money supply,2020-08-01,2021-02-01,2021-04-24 14:30:27.500093
CREDTN,TN,Tunisia,M,DOMESTIC,Period level,Milions,,Domestic credit,2020-08-01,2021-02-01,2021-04-24 14:30:29.406487
OILDEMTN,TN,Tunisia,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2023-05-01,2023-10-16 15:44:07.659123
GASOPRODTN,TN,Tunisia,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2023-04-01,2023-10-16 15:44:49.775748
GASODEMTN,TN,Tunisia,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2023-06-01,2023-10-16 15:45:38.074481
GASPRODTN,TN,Tunisia,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas production,2011-08-01,2023-06-01,2023-10-16 15:16:13.783847
GASDEMTN,TN,Tunisia,M,CUBIC METERS,Period level,Milions,Joint Organisations Data Initiative,Gas demand,2011-08-01,2023-06-01,2023-10-16 15:16:13.517833
GDPPA,PA,Panama,Y,DOMESTIC,Period level,Milions,"Dirección de Estadística y Censo, Panama",Gross domestic product,2007-01-01,2021-01-01,2022-04-02 00:22:53.151654
RGDPPA,PA,Panama,Y,DOMESTIC,Period level,Milions,"Dirección de Estadística y Censo, Panama",Real gross domestic product,2007-01-01,2021-01-01,2022-04-02 00:22:58.325334
CPIPA,PA,Panama,M,INDEX,Period level,Units,"Dirección de Estadística y Censo, Panama",Consumer price index,2002-10-01,2019-09-01,2019-11-28 10:25:51.028239
PPIPA,PA,Panama,Q,INDEX,Period level,Units,"Dirección de Estadística y Censo, Panama",Producer price index,2017-01-01,2022-04-01,2022-07-13 20:31:03.735495
EMPPA,PA,Panama,S,PERSONS,Period level,Units,"Dirección de Estadística y Censo, Panama",Total employment,2011-01-01,2021-07-01,2021-12-27 20:28:21.245314
IPPA,PA,Panama,M,INDEX,Period level,Units,"Dirección de Estadística y Censo, Panama",Industrial production,1999-01-01,2022-05-01,2022-07-30 00:29:53.706174
OILPRODPA,PA,Panama,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil production,2002-01-01,2022-02-01,2022-04-19 15:48:10.955077
CAPA,PA,Panama,Q,DOMESTIC,Period level,Milions,"Dirección de Estadística y Censo, Panama",Current account balance,2000-01-01,2021-10-01,2022-05-11 00:23:51.677753
M3YDPA,PA,Panama,M,PERCENT,Period level,Units,"Dirección de Estadística y Censo, Panama",3 month yield,2006-01-01,2020-07-01,2020-09-16 20:29:52.711667
SEIPA,PA,Panama,M,INDEX,Period level,Units,"Dirección de Estadística y Censo, Panama",Stock exchange index,2012-01-01,2022-06-01,2022-08-09 20:45:46.864250
RPUCPA,PA,Panama,Y,DOMESTIC,Period level,Milions,"Dirección de Estadística y Censo, Panama",Real public consumption,2007-01-01,2020-01-01,2021-12-17 20:24:16.601427
RCIPA,PA,Panama,Y,DOMESTIC,Period level,Milions,"Dirección de Estadística y Censo, Panama",Real change in inventories,2007-01-01,2020-01-01,2021-12-17 20:24:16.896656
REXPPA,PA,Panama,Y,DOMESTIC,Period level,Milions,"Dirección de Estadística y Censo, Panama",Real exports of goods and services,2007-01-01,2020-01-01,2021-12-17 20:24:17.052608
RIMPPA,PA,Panama,Y,DOMESTIC,Period level,Milions,"Dirección de Estadística y Censo, Panama",Real imports of goods and services,2007-01-01,2020-01-01,2021-12-17 20:24:17.200189
OILDEMPA,PA,Panama,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Oil demand,2002-01-01,2022-02-01,2022-04-19 15:52:11.825041
GASOPRODPA,PA,Panama,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline production,2002-01-01,2022-02-01,2022-04-19 15:56:00.531022
GASODEMPA,PA,Panama,M,BARRELS PER DAY,Period level,Thousands,Joint Organisations Data Initiative,Gasoline demand,2002-01-01,2022-02-01,2022-04-19 15:59:49.212075
CPICI,CI,Cote D'Ivoire,M,INDEX,Period level,Units,International Monetary Fund,Consumer price index,1997-01-01,2022-09-01,2022-10-21 22:26:43.506578
GDPRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Gross domestic product,1995-01-01,2023-10-01,2024-03-05 12:49:26.634441
PRCRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Private consumption,1995-01-01,2023-10-01,2024-03-05 12:49:33.077772
PUCRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Public consumption,1995-01-01,2023-10-01,2024-03-05 12:49:32.378125
CONRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Total consumption,1995-01-01,2023-10-01,2024-03-05 12:50:42.490850
GCFRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Gross capital formation,1995-01-01,2023-10-01,2024-03-05 12:50:43.059773
GFCFRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Gross fixed capital formation,1995-01-01,2023-10-01,2024-03-05 12:49:31.574530
CIRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Change in inventories,1995-01-01,2023-10-01,2024-03-05 12:50:43.286808
CBALRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Commercial balance (goods + services),1995-01-01,2023-10-01,2024-03-05 12:50:42.719951
RGDPRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Real gross domestic product,1995-01-01,2023-10-01,2024-03-05 12:47:56.577028
GDPPCRS,RS,Serbia,Y,DOMESTIC,Period level,Units,Eurostat,GDP per capita,1995-01-01,2023-01-01,2024-03-05 12:35:15.390734
CPIRS,RS,Serbia,M,INDEX,Period level,Units,Eurostat,Consumer price index,2005-12-01,2024-02-01,2024-03-18 12:49:42.168044
PPIRS,RS,Serbia,M,INDEX,Period level,Units,Eurostat,Producer price index,2000-01-01,2024-02-01,2024-04-01 21:07:41.414235
URATERS,RS,Serbia,Y,PERSONS,Period level,Thousands,Statistical Office of Serbia,Unemployment,2014-01-01,2020-01-01,2021-03-26 20:36:17.515599
EMPRS,RS,Serbia,Y,PERSONS,Period level,Thousands,Statistical Office of Serbia,Total employment,2010-04-01,2021-04-01,2021-12-17 19:58:06.350520
EMRATIORS,RS,Serbia,Q,PERCENT,Period level,Units,Eurostat,Employment to working age population,2010-01-01,2023-07-01,2023-12-15 05:35:50.361558
RETARS,RS,Serbia,M,INDEX,Period level,Units,Eurostat,Retail trade,2000-01-01,2024-02-01,2024-04-01 21:45:10.707503
IPRS,RS,Serbia,M,INDEX,Period level,Units,Eurostat,Industrial production,2000-01-01,2024-02-01,2024-04-04 10:28:56.928067
SENTRS,RS,Serbia,M,INDEX,Period level,Units,Eurostat,Sentiment index,2013-05-01,2024-03-01,2024-03-27 13:09:30.811680
CONFRS,RS,Serbia,M,INDEX,Period level,Units,Eurostat,Consumer confidence index,2013-05-01,2024-03-01,2024-03-27 13:09:31.167024
UTILRS,RS,Serbia,Q,PERCENT,Period level,Units,Eurostat,Utilization rate,2013-07-01,2024-01-01,2024-01-30 18:02:34.568413
EXPRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Exports of goods and services,1995-01-01,2023-10-01,2024-03-05 12:49:30.175694
IMPRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Imports of goods and services,1995-01-01,2023-10-01,2024-03-05 12:49:30.969577
POPRS,RS,Serbia,Y,PERSONS,Period level,Units,Statistical Office of Serbia,Population,1999-01-01,2021-01-01,2021-12-19 01:45:35.702504
NIIPRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Net international investment position,2016-04-01,2023-07-01,2024-01-22 06:01:45.863062
POLIRRS,RS,Serbia,M,PERCENT,Period level,Units,Bank for International Settlements,Policy rate - short term,1997-01-01,2024-02-01,2024-03-15 04:07:10.025576
USDRSD,RS,Serbia,D,DOMESTIC,Period level,Units,,Exchange rate v dollar,2008-04-30,2024-03-31,2024-04-01 09:41:21.510959
SEIRS,RS,Serbia,M,INDEX,Period level,Units,Statistical Office of Serbia,Stock exchange index,2005-10-01,2021-10-01,2021-11-04 23:49:26.593857
REERRS,RS,Serbia,M,INDEX,Period level,Units,Statistical Office of Serbia,Real effective exchange rate,2002-01-01,2022-07-01,2022-08-24 00:38:12.991702
TBRS,RS,Serbia,M,DOMESTIC,Period level,Milions,Eurostat,Trade balance,2007-01-01,2024-01-01,2024-03-21 06:14:59.904058
RGDPPCRS,RS,Serbia,Y,VOLUME,Period level,Units,Eurostat,Real GDP per capita,1995-01-01,2023-01-01,2024-03-05 12:35:15.322332
RPRCRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Real private consumption,1995-01-01,2023-10-01,2024-03-05 12:49:29.400433
RPUCRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Real public consumption,1995-01-01,2023-10-01,2024-03-05 12:49:28.986860
RCONRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Real total consumption,1995-01-01,2023-10-01,2024-03-05 12:50:42.031809
RGCFRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Real gross capital formation,1995-01-01,2023-10-01,2024-03-05 12:50:42.259863
RGFCFRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Real gross fixed capital formation,1995-01-01,2023-10-01,2024-03-05 12:49:28.324906
REXPRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Real exports of goods and services,1995-01-01,2023-10-01,2024-03-05 12:49:27.303324
RIMPRS,RS,Serbia,Q,DOMESTIC,Period level,Milions,Eurostat,Real imports of goods and services,1995-01-01,2023-10-01,2024-03-05 12:49:27.876398
EXPMONRS,RS,Serbia,M,DOMESTIC,Period level,Milions,Eurostat,Monthly exports,2007-01-01,2024-01-01,2024-03-21 06:14:58.993436
IMPMONRS,RS,Serbia,M,DOMESTIC,Period level,Milions,Eurostat,Monthly imports,2007-01-01,2024-01-01,2024-03-21 06:14:59.506595
ACPOPRS,RS,Serbia,Q,PERSONS,Period level,Thousands,Eurostat,Active population,2010-01-01,2023-07-01,2023-12-15 05:35:50.158323
CORERS,RS,Serbia,M,INDEX,Period level,Units,Eurostat,Core consumer price index,2005-12-01,2024-02-01,2024-03-18 12:49:42.686481
GDPHR,HR,Croatia,Q,DOMESTIC,Period level,Milions,Eurostat,Gross domestic product,1995-01-01,2023-10-01,2024-03-07 05:50:29.922651
PRCHR,HR,Croatia,Q,DOMESTIC,Period level,Milions,Eurostat,Private consumption,1995-01-01,2023-10-01,2024-03-07 05:51:48.554335
PUCHR,HR,Croatia,Q,DOMESTIC,Period level,Milions,Eurostat,Public consumption,1995-01-01,2023-10-01,2024-03-07 05:51:40.139520
CONHR,HR,Croatia,Q,DOMESTIC,Period level,Milions,Eurostat,Total consumption,1995-01-01,2023-10-01,2024-03-07 05:52:58.211400
GCFHR,HR,Croatia,Q,DOMESTIC,Period level,Milions,Eurostat,Gross capital formation,1995-01-01,2023-10-01,2024-03-07 05:52:54.961368
GFCFHR,HR,Croatia,Q,DOMESTIC,Period level,Milions,Eurostat,Gross fixed capital formation,1995-01-01,2023-10-01,2024-03-07 05:51:31.596472
CIHR,HR,Croatia,Q,DOMESTIC,Period level,Milions,Eurostat,Change in inventories,1995-01-01,2023-10-01,2024-03-07 05:52:50.268632
CBALHR,HR,Croatia,Q,DOMESTIC,Period level,Milions,Eurostat,Commercial balance (goods + services),1995-01-01,2023-10-01,2024-03-07 05:52:42.333567
RGDPHR,HR,Croatia,Q,DOMESTIC,Period level,Milions,Eurostat,Real gross domestic product,1995-01-01,2023-10-01,2024-03-07 05:50:21.118696
GDPPCHR,HR,Croatia,Y,DOMESTIC,Period level,Units,Eurostat,GDP per capita,1995-01-01,2022-01-01,2023-03-03 11:50:04.332411
CPIHR,HR,Croatia,M,INDEX,Period level,Units,Eurostat,Consumer price index,1998-01-01,2024-03-01,2024-04-03 09:49:14.011268
PPIHR,HR,Croatia,M,INDEX,Period level,Units,Eurostat,Producer price index,2000-01-01,2024-02-01,2024-04-01 21:05:02.703295
GBALHR,HR,Croatia,Q,DOMESTIC,Period level,Milions,Eurostat,Government balance,1999-01-01,2023-04-01,2023-10-23 12:25:03.419204
GSPEHR,HR,Croatia,Q,DOMESTIC,Period level,Milions,Eurostat,General government total expenditure,1999-01-01,2023-04-01,2023-10-23 12:25:03.670714
GREVHR,HR,Croatia,Q,DOMESTIC,Period level,Milions,Eurostat,General government total revenue,1999-01-01,2023-04-01,2023-10-23 12:25:03.947949
GDEBTHR,HR,Croatia,Q,DOMESTIC,Period level,Milions,Eurostat,Government debt,1995-10-01,2023-04-01,2023-10-24 12:35:33.598507
GDEBTNHR,HR,Croatia,Q,DOMESTIC,Period level,Milions,Eurostat,Government net debt,1999-01-01,2023-07-01,2024-01-22 11:19:26.161263
URATEHR,HR,Croatia,M,PERCENT,Period level,Units,Eurostat,Unemployment,2000-01-01,2023-11-01,2024-01-09 12:36:14.123502
JVRHR,HR,Croatia,Q,PERCENT,Period level,Units,Eurostat,Job vacancy rate,2013-01-01,2023-10-01,2024-03-15 17:35:47.452476
EMPHR,HR,Croatia,Q,PERSONS,Period level,Thousands,Eurostat,Total employment,2009-01-01,2023-07-01,2023-12-15 05:35:40.991926
EMRATIOHR,HR,Croatia,Q,PERCENT,Period level,Units,Eurostat,Employment to working age population,2009-01-01,2023-07-01,2023-12-15 05:35:41.110676
RETAHR,HR,Croatia,M,INDEX,Period level,Units,Eurostat,Retail trade,2000-01-01,2024-02-01,2024-04-01 21:42:53.146839
IPHR,HR,Croatia,M,INDEX,Period level,Units,Eurostat,Industrial production,1998-01-01,2024-02-01,2024-04-04 10:28:21.080599
CPHR,HR,Croatia,M,INDEX,Period level,Units,Eurostat,Construction production,2000-01-01,2024-01-01,2024-04-01 22:40:32.919398
INVERHR,HR,Croatia,Y,PERCENT,Period level,Units,Eurostat,Investment rate,2007-01-01,2021-01-01,2022-10-28 11:01:49.800120
SENTHR,HR,Croatia,M,INDEX,Period level,Units,Eurostat,Sentiment index,2008-05-01,2024-03-01,2024-03-27 13:08:52.729978
CONFHR,HR,Croatia,M,INDEX,Period level,Units,Eurostat,Consumer confidence index,2005-05-01,2024-03-01,2024-03-27 13:08:53.287394
